0.129,0.172,0.062,0.018,0.103,-0.004,0.081,0.767,0.064,0.458,0.063,0.45,0.095,0.07,0.138,-0.021,0.117,0.041,0.096,0.281,0.131
0.114,0.179,0.04,0.023,0.077,0.009,0.052,0.237,0.039,0.442,0.062,0.18,0.093,-0.02,0.127,-0.023,0.11,-0.019,0.104,0.141,0.108
0.117,0.107,0.048,0.011,0.079,0.007,0.07,0.227,0.086,0.429,0.051,0.182,0.045,-0.001,0.135,-0.031,0.112,-0.009,0.105,0.146,0.111
0.11,0.086,0.053,0.001,0.077,-0.001,0.058,0.219,0.092,0.396,0.046,0.094,0.07,0.003,0.139,-0.039,0.105,-0.006,0.11,0.127,0.107
0.146,0.141,0.045,0.01,0.098,-0.015,0.064,0.238,0.088,0.436,0.061,0.228,0.095,-0.011,0.112,-0.02,0.105,-0.022,0.127,0.364,0.113
0.132,0.094,0.055,0.008,0.083,-0.012,0.053,0.128,0.1,0.314,0.067,0.148,0.092,0.03,0.134,-0.064,0.101,-0.021,0.124,0.115,0.117
0.141,0.347,0.048,0.048,0.089,-0.018,0.07,0.699,0.086,0.26,0.067,0.167,0.084,0.028,0.1,-0.006,0.113,-0.014,0.115,0.2,0.099
0.137,0.48,0.053,0.002,0.116,0.014,0.05,0.153,0.066,0.414,0.071,0.147,0.123,0.232,0.131,-0.067,0.102,0.052,0.138,0.215,0.109
0.147,0.247,0.058,0.014,0.118,-0.023,0.073,0.166,0.051,0.322,0.06,0.139,0.106,0.023,0.124,-0.052,0.102,-0.024,0.129,0.209,0.107
0.128,0.134,0.057,0.01,0.102,0.014,0.055,0.179,0.103,0.405,0.042,0.178,0.108,0.097,0.106,-0.016,0.106,-0.018,0.118,0.205,0.106
0.129,0.102,0.06,0.012,0.097,0.026,0.026,0.17,0.079,0.348,0.048,0.13,0.079,0.006,0.116,-0.022,0.101,-0.027,0.114,0.166,0.101
0.132,0.106,0.057,0.021,0.067,0.053,0.059,0.155,0.075,0.358,0.045,0.129,0.096,0.043,0.103,-0.017,0.095,-0.039,0.117,0.135,0.105
0.142,0.129,0.055,0.031,0.086,-0.007,0.075,0.994,0.059,0.587,0.054,0.167,0.092,0.045,0.108,-0.024,0.09,-0.032,0.114,0.288,0.062
0.115,0.134,0.061,-0.011,0.086,0.012,0.065,0.137,0.079,0.364,0.045,0.388,0.104,0.049,0.129,-0.039,0.094,-0.041,0.115,0.273,0.087
0.119,0.107,0.055,0.013,0.075,0.03,0.015,0.647,0.115,0.326,0.053,0.139,0.082,0.011,0.111,-0.049,0.119,-0.024,0.107,0.121,0.105
0.12,0.116,0.058,0.036,0.067,0.025,0.085,0.128,0.076,0.311,0.048,0.109,0.074,-0.008,0.107,-0.025,0.105,-0.021,0.122,0.127,0.11
0.121,0.086,0.049,0.043,0.083,0.014,0.046,0.158,0.046,0.32,0.057,0.111,0.064,0.025,0.107,-0.037,0.105,-0.001,0.12,0.167,0.115
0.115,0.086,0.065,0.031,0.086,0.025,0.055,0.595,0.05,0.442,0.057,0.566,0.089,0.11,0.121,-0.045,0.111,-0.063,0.117,0.297,0.108
0.124,0.154,0.05,0.018,0.093,-0.026,0.082,0.502,0.088,0.416,0.053,0.146,0.1,0.021,0.114,-0.016,0.104,-0.03,0.122,0.231,0.101
0.126,0.127,0.057,0.02,0.084,0.018,0.072,0.191,0.084,0.399,0.048,0.147,0.109,0.025,0.136,-0.048,0.108,-0.032,0.128,0.174,0.107
0.134,0.075,0.09,0.031,0.101,0.009,0.026,0.74,0.102,0.304,0.06,0.245,0.09,0.03,0.12,-0.034,0.115,-0.044,0.113,0.141,0.115
0.152,0.083,0.086,0.04,0.11,-0.032,0.046,0.152,0.104,0.27,0.063,0.328,0.114,0.024,0.141,-0.02,0.113,-0.034,0.13,0.169,0.099
0.131,0.131,0.052,0.017,0.114,-0.028,0.056,0.203,0.121,0.381,0.072,0.135,0.067,-0.004,0.093,-0.006,0.117,-0.041,0.116,0.151,0.096
0.127,0.082,0.057,0.018,0.087,0.011,0.029,0.146,0.096,0.285,0.052,0.303,0.099,0.099,0.117,-0.045,0.106,-0.03,0.114,0.13,0.113
0.13,0.06,0.071,0.043,0.093,0.014,0.059,0.179,0.078,0.286,0.055,0.128,0.061,0.033,0.114,-0.046,0.115,-0.029,0.111,0.693,0.13
0.13,0.187,0.056,0.014,0.107,0.001,0.045,0.31,0.056,0.624,0.062,0.168,0.076,0.019,0.1,0.028,0.048,-0.035,0.077,0.457,0.116
0.157,0.143,0.06,0.03,0.103,-0.004,0.038,0.161,0.092,0.437,0.049,0.124,0.067,0.007,0.118,-0.048,0.117,-0.034,0.115,0.096,0.11
0.117,0.126,0.05,0.043,0.097,-0.042,0.055,0.143,0.093,0.359,0.054,0.16,0.086,-0.007,0.145,-0.051,0.115,-0.034,0.121,0.151,0.097
0.128,0.063,0.064,0.033,0.105,-0.01,0.06,0.153,0.097,0.282,0.05,0.131,0.105,-0.01,0.093,-0.016,0.135,-0.037,0.126,0.153,0.111
0.136,0.103,0.071,0.015,0.094,0.025,0.033,0.163,0.099,0.243,0.053,0.116,0.072,0.027,0.1,-0.037,0.131,-0.04,0.123,0.116,0.118
0.131,0.049,0.074,0.048,0.111,-0.027,0.058,0.163,0.091,0.251,0.052,0.129,0.072,0.021,0.11,-0.005,0.103,-0.033,0.111,0.163,0.11
0.147,0.091,0.069,0.045,0.066,0.005,0.078,0.178,0.078,0.443,0.072,0.29,0.119,-0.022,0.092,0.014,0.124,-0.035,0.109,0.114,0.089
0.178,0.064,0.06,0.012,0.106,-0.018,0.061,0.16,0.084,0.24,0.073,0.102,0.062,0.022,0.114,-0.07,0.121,-0.027,0.123,0.123,0.078
0.143,0.061,0.082,0.03,0.108,-0.015,0.063,0.154,0.08,0.266,0.052,0.106,0.073,0.002,0.099,0.001,0.122,-0.036,0.105,0.293,0.104
0.122,0.113,0.072,0.122,0.115,0.016,0.112,0.256,0.089,0.501,0.064,0.093,0.052,0.014,0.12,-0.001,0.095,-0.029,0.14,0.152,0.136
0.152,0.038,0.066,0.037,0.117,-0.026,0.068,0.168,0.091,0.335,0.054,0.155,0.107,-0.004,0.117,-0.019,0.109,-0.048,0.125,0.136,0.112
0.156,0.071,0.061,0.034,0.113,-0.007,0.065,0.131,0.093,0.288,0.056,0.138,0.07,-0.015,0.114,-0.027,0.133,0.076,0.147,0.165,0.112
0.148,0.148,0.06,-0.004,0.118,-0.019,0.083,0.172,0.083,0.247,0.053,0.113,0.092,0.016,0.133,-0.042,0.109,-0.051,0.141,0.133,0.11
0.134,0.009,0.061,0.06,0.114,-0.018,0.046,0.215,0.077,0.269,0.048,0.215,0.13,-0.009,0.087,-0.014,0.118,-0.038,0.141,0.178,0.108
0.142,0.081,0.088,0.022,0.11,0.013,0.049,0.2,0.076,0.24,0.048,0.193,0.101,0.009,0.129,-0.055,0.126,-0.026,0.111,0.342,0.112
0.135,0.084,0.06,0.002,0.109,0.002,0.047,0.217,0.02,0.38,0.057,0.137,0.09,0.002,0.092,-0.016,0.106,-0.031,0.123,0.295,0.033
0.14,0.075,0.062,-0.001,0.111,-0.012,0.06,0.159,0.069,0.275,0.068,0.124,0.065,0.024,0.103,0.002,0.11,-0.039,0.098,0.125,0.089
0.096,0.03,0.054,0.062,0.112,0.001,0.047,0.182,0.055,0.307,0.063,0.179,0.061,0.004,0.122,-0.019,0.086,-0.033,0.113,0.127,0.085
0.125,0.119,0.063,0.032,0.111,-0.016,0.063,0.142,0.063,0.222,0.063,0.157,0.059,-0.01,0.072,0.048,0.103,-0.032,0.127,0.144,0.108
0.117,0.02,0.058,0.046,0.116,-0.02,0.07,0.213,0.031,0.375,0.055,0.118,0.065,0.016,0.126,-0.054,0.105,-0.04,0.123,0.131,0.12
0.105,0.181,0.051,0.029,0.079,0.014,0.077,0.693,0.082,0.263,0.054,0.136,0.074,0.016,0.109,-0.041,0.113,-0.049,0.115,0.125,0.11
0.115,0.087,0.056,0.04,0.103,-0.021,0.058,0.155,0.085,0.27,0.059,0.178,0.103,-0.005,0.116,-0.005,0.111,-0.045,0.117,0.124,0.097
0.11,0.152,0.054,-0.005,0.1,0.012,0.055,0.553,0.063,0.304,0.056,0.219,0.088,0.001,0.111,-0.007,0.07,-0.039,0.126,0.288,0.085
0.182,0.14,0.053,0.063,0.11,-0.017,0.081,0.235,0.077,0.332,0.063,0.162,0.094,-0.003,0.122,0.011,0.048,-0.039,0.127,0.292,0.117
0.11,0.088,0.049,0.052,0.079,-0.018,0.052,0.145,0.051,0.282,0.054,0.196,0.094,0.009,0.109,-0.041,0.121,-0.039,0.118,0.142,0.116
0.106,0.117,0.058,0.019,0.079,0.024,0.077,1.036,0.129,0.348,0.053,0.138,0.094,-0.018,0.135,-0.051,0.104,-0.004,0.114,0.171,0.103
0.117,0.043,0.065,0.041,0.082,-0.033,0.074,0.189,0.083,0.252,0.07,0.114,0.064,0.006,0.098,-0.012,0.097,-0.029,0.11,0.094,0.13
0.101,0.092,0.063,0.016,0.078,-0.017,0.074,0.191,0.093,0.308,0.063,0.462,0.101,0.072,0.087,-0.034,0.098,-0.025,0.114,0.154,0.112
0.112,0.103,0.069,0.005,0.086,-0.006,0.072,0.159,0.086,0.376,0.062,0.108,0.063,0.023,0.119,-0.046,0.103,-0.029,0.11,0.115,0.1
0.107,0.088,0.07,-0.007,0.094,-0.004,0.075,0.149,0.086,0.25,0.049,0.174,0.081,0.015,0.133,-0.04,0.106,-0.032,0.101,0.129,0.107
0.099,0.092,0.048,0.009,0.083,0.029,0.052,0.152,0.083,0.236,0.065,0.086,0.082,0.013,0.123,-0.015,0.116,-0.02,0.105,0.076,0.105
0.1,0.077,0.073,0.003,0.082,0.033,0.07,0.129,0.086,0.229,0.062,0.134,0.077,-0.037,0.097,0.026,0.108,-0.02,0.099,0.388,0.082
0.099,0.045,0.058,0.024,0.087,-0.04,0.071,0.175,0.091,0.427,0.082,0.187,0.064,0.011,0.138,-0.031,0.098,-0.029,0.09,0.105,0.103
0.151,0.164,0.048,0.033,0.101,-0.014,0.074,0.281,0.077,0.243,0.064,0.119,0.058,0.027,0.115,-0.019,0.123,-0.001,0.12,0.193,0.088
0.12,0.096,0.052,0.002,0.092,-0.017,0.074,0.159,0.092,0.253,0.06,0.131,0.063,0.015,0.116,-0.03,0.099,-0.02,0.096,0.116,0.078
0.144,0.036,0.07,0.058,0.094,-0.016,0.089,0.475,0.136,0.542,0.093,0.154,0.068,0.01,0.107,-0.012,0.091,-0.022,0.096,0.124,0.095
